Created on 07-08-2020,https://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2019-08-30,BTCUSD,9495,9699,9337.97,9582.42,8670.66,82694923.28
2019-08-29,BTCUSD,9714.31,9717.03,9321.73,9495,13650.89,129722110.9
2019-08-28,BTCUSD,10171.85,10277,9522.93,9714.31,15611.52,154268964.17
2019-08-27,BTCUSD,10361.65,10379.87,10019.56,10171.85,7298.1,74200592.72
2019-08-26,BTCUSD,10138.72,10680,10138.72,10361.65,12057.5,125332883.46
2019-08-25,BTCUSD,10147.96,10374.85,9899.95,10138.72,6662.63,67215750.66
2019-08-24,BTCUSD,10410.85,10429,9886.26,10147.96,7386.15,74619260.38
2019-08-23,BTCUSD,10107.15,10478,10035.84,10410.85,8962.04,92546463.46
2019-08-22,BTCUSD,10130,10237.53,9759,10107.15,10555.14,105652049.01
2019-08-21,BTCUSD,10769.09,10800,9841.59,10130,16469.55,167478729.54
2019-08-20,BTCUSD,10920,10953,10555.7,10769.09,8586.19,92307368.69
2019-08-19,BTCUSD,10315.48,10938.76,10265,10920,11637.76,124054157.03
2019-08-18,BTCUSD,10217.79,10513.45,10066.66,10315.48,6722.97,69466899.58
2019-08-17,BTCUSD,10352.78,10475.82,9978,10217.79,6910.44,70811002.21
2019-08-16,BTCUSD,10300.01,10539.9,9739.99,10352.78,18938.12,192895590.9
2019-08-15,BTCUSD,10025.86,10445,9470,10300.01,26273.06,262525694.3
2019-08-14,BTCUSD,10854.92,10859.97,9888.88,10025.86,23138.76,239583955.97
2019-08-13,BTCUSD,11389.28,11438.39,10746,10854.92,12011.52,132286888.8
2019-08-12,BTCUSD,11540.76,11555.55,11222.4,11389.28,6056.99,68970665.29
2019-08-11,BTCUSD,11280.95,11585,11088.88,11540.76,7136.95,81187207.74
2019-08-10,BTCUSD,11856.1,11969.99,11170,11280.95,11858.29,135945488.68
2019-08-09,BTCUSD,11981,12040,11651.89,11856.1,11651.01,137817454.76
2019-08-08,BTCUSD,11975.03,12050,11451,11981,14293.07,168150034.46
2019-08-07,BTCUSD,11465.49,12147,11366.26,11975.03,20598.91,242719052.53
2019-08-06,BTCUSD,11819.49,12320.4,11187,11465.49,22435.3,263293176.05
2019-08-05,BTCUSD,10977.51,11950,10977.51,11819.49,22797.97,265552641.97
2019-08-04,BTCUSD,10820.76,11089.74,10572,10977.51,11307.7,122790872.27
2019-08-03,BTCUSD,10533.01,10922.08,10508.5,10820.76,9760.62,105140441.93
2019-08-02,BTCUSD,10405.94,10670,10321.42,10533.01,12702.37,133071450.51
2019-08-01,BTCUSD,10087.3,10497,9881,10405.94,14053.4,142808093.48
2019-07-31,BTCUSD,9589.01,10135.12,9570.01,10087.3,12455.48,123476349.95
2019-07-30,BTCUSD,9495.01,9839.83,9371.96,9589.01,8899.99,85175682.91
2019-07-29,BTCUSD,9533,9729.87,9356.75,9495.01,10251.81,97666125.59
2019-07-28,BTCUSD,9479.98,9669.11,9108.88,9533,8740.35,82510640.83
2019-07-27,BTCUSD,9843,10248.41,9298.19,9479.98,15997.56,154374846.12
2019-07-26,BTCUSD,9883.33,9898.03,9657.21,9843,10404.23,101720864.39
2019-07-25,BTCUSD,9772.6,10184.99,9734.58,9883.33,12420.64,124397441.04
2019-07-24,BTCUSD,9840.12,9919.08,9507.38,9772.6,17433.78,169006087.36
2019-07-23,BTCUSD,10323.39,10324.28,9800.23,9840.12,17517.98,175663149.04
2019-07-22,BTCUSD,10590.7,10688.14,10060,10323.39,14866.73,153890831.3
2019-07-21,BTCUSD,10761.03,10835,10320,10590.7,11363.1,120060585.75
2019-07-20,BTCUSD,10538.06,11112.31,10360.65,10761.03,16334.01,175315801.07
2019-07-19,BTCUSD,10649.07,10777.21,10111,10538.06,18921.67,197833777.04
2019-07-18,BTCUSD,9696.31,10799,9291,10649.07,30779.8,312100585.04
2019-07-17,BTCUSD,9422.72,9998,9071,9696.31,34221.67,327044568.7
2019-07-16,BTCUSD,10854.47,11040,9350,9422.72,39003.84,391332933.54
2019-07-15,BTCUSD,10185.03,11080.01,9857.27,10854.47,32702.15,339680844.07
2019-07-14,BTCUSD,11370.08,11467.27,10084.4,10185.03,23646.82,252705601.73
2019-07-13,BTCUSD,11802,11845,10814.4,11370.08,17186.06,194286516
2019-07-12,BTCUSD,11349,11950,11079.59,11802,18077.11,209057732.96
2019-07-11,BTCUSD,12097.96,12097.96,10933,11349,33577.18,386913445.85
2019-07-10,BTCUSD,12571.11,13202.63,11553.21,12097.96,37013.08,463096245.34
2019-07-09,BTCUSD,12293.53,12829.96,12122.33,12571.11,25072.06,313480512.25
2019-07-08,BTCUSD,11474.42,12395,11328.01,12293.53,18809.86,225134608.47
2019-07-07,BTCUSD,11237.77,11620,11084.31,11474.42,10663.42,121096932.55
2019-07-06,BTCUSD,11004.51,11723.6,10980.09,11237.77,15009.23,171204085.58
2019-07-05,BTCUSD,11136,11449.51,10761.8,11004.51,19943.95,221382404.02
2019-07-04,BTCUSD,11976.42,12064.26,11035.01,11136,21403.03,250208930.02
2019-07-03,BTCUSD,10829.18,12014.6,10829.18,11976.42,36836.85,419076229.34
2019-07-02,BTCUSD,10577.63,10925,9651,10829.18,41476.42,424791613.92
2019-07-01,BTCUSD,10761.26,11210.52,9953,10577.63,37633.9,396857365.17
2019-06-30,BTCUSD,11865.29,12200,10650.06,10761.26,26505.91,300275703.17
2019-06-29,BTCUSD,12360.45,12379.99,11318.94,11865.29,27300.42,323053833.66
2019-06-28,BTCUSD,11159.29,12444.77,10737.87,12360.45,41020.87,478598908.25
2019-06-27,BTCUSD,12927.44,13358.68,10300,11159.29,70145.65,810986479.74
2019-06-26,BTCUSD,11755.53,13868.44,11355.5,12927.44,70067.59,887887492.68
2019-06-25,BTCUSD,11032.32,11788.88,10997,11755.53,24269.79,275616891.91
2019-06-24,BTCUSD,10833.02,11091.97,10550.21,11032.32,15111.05,163828306.39
2019-06-23,BTCUSD,10666.86,11284.44,10490,10833.02,16785.16,181766886.66
2019-06-22,BTCUSD,10236.2,11215.89,10080,10666.86,36324.27,388841922.54
2019-06-21,BTCUSD,9531.21,10245,9531.21,10236.2,23563.85,231762275.5
2019-06-20,BTCUSD,9277.54,9599,9210.3,9531.21,11555.59,108849898.98
2019-06-19,BTCUSD,9078.48,9319.5,9035.75,9277.54,9173.83,84024077.51
2019-06-18,BTCUSD,9333.14,9359.48,8919.72,9078.48,15974.31,145785748.76
2019-06-17,BTCUSD,8975,9475,8975,9333.14,20193.67,187067381.07
2019-06-16,BTCUSD,8860.23,9388,8799.7,8975,21517.86,195495774.9
2019-06-15,BTCUSD,8697.46,8916.63,8594.99,8860.23,9570.17,83754588.25
2019-06-14,BTCUSD,8239.04,8738.92,8180.08,8697.46,12050.35,101649250.5
2019-06-13,BTCUSD,8176.02,8329.99,8048.75,8239.04,8580.58,70312788.92
2019-06-12,BTCUSD,7918.17,8292.43,7817,8176.02,12091.23,97661611.58
2019-06-11,BTCUSD,8015.69,8057.19,7702.83,7918.17,7678.33,60559900.94
2019-06-10,BTCUSD,7634.58,8097.35,7516.9,8015.69,9643.38,75882753.97
2019-06-09,BTCUSD,7930.14,7960,7508.77,7634.58,7444.03,57424828.7
2019-06-08,BTCUSD,7998.13,8059.99,7786.01,7930.14,5028.21,39813591.14
2019-06-07,BTCUSD,7805,8134.29,7756.79,7998.13,12180.97,97032689.73
2019-06-06,BTCUSD,7789.48,7874.68,7450,7805,12185.16,93809650.59
2019-06-05,BTCUSD,7670.96,7932.87,7570,7789.48,13129,101930422.5
2019-06-04,BTCUSD,8107.96,8107.96,7427,7670.96,28346.04,220919778.62
2019-06-03,BTCUSD,8736.55,8742.48,8030.46,8107.96,15411.03,129709204.64
2019-06-02,BTCUSD,8558.95,8834,8550,8736.55,5797.63,50359779.75
2019-06-01,BTCUSD,8554.06,8618,8452.21,8558.95,7486.03,63938535.91
2019-05-31,BTCUSD,8279.69,8580,8110,8554.06,16542.69,138188211.57
2019-05-30,BTCUSD,8662.44,9090,7972,8279.69,28840.7,246869165.36
2019-05-29,BTCUSD,8715.36,8760.43,8426.09,8662.44,12054.15,104110874.31
2019-05-28,BTCUSD,8772.29,8822.46,8545,8715.36,11661.23,101649625.62
2019-05-27,BTCUSD,8731.72,8947.88,8611.44,8772.29,17787.67,156467270.75
2019-05-26,BTCUSD,8063.81,8793.97,7881.7,8731.72,17405.83,147251813.53
2019-05-25,BTCUSD,8001.7,8149,7941.25,8063.81,5279.69,42493577.42
2019-05-24,BTCUSD,7881.98,8175,7794.73,8001.7,14607.52,116960242.04
2019-05-23,BTCUSD,7626.48,7984.9,7467.1,7881.98,14730.03,113748677.74
2019-05-22,BTCUSD,7951.7,8044.32,7506.12,7626.48,16456.9,128813352.15
2019-05-21,BTCUSD,7999.54,8112.99,7805.34,7951.7,14150.34,112626107.08
2019-05-20,BTCUSD,8200,8200,7570.31,7999.54,24116.51,190785429.44
2019-05-19,BTCUSD,7262.4,8315,7252.58,8200,23922.84,189749462.35
2019-05-18,BTCUSD,7363.69,7491.22,7204.42,7262.4,10869.93,79710779.2
2019-05-17,BTCUSD,7878.96,7940.75,6600,7363.69,42364.34,306073578.94
2019-05-16,BTCUSD,8203.32,8388,7660.74,7878.96,28652.1,229351414.47
2019-05-15,BTCUSD,7990.92,8308.16,7831.77,8203.32,24557.41,198263273.83
2019-05-14,BTCUSD,7824.93,8350,7621.27,7990.92,38350.83,305918292.1
2019-05-13,BTCUSD,6979.76,8190.55,6864.93,7824.93,44448.41,342496832.3
2019-05-12,BTCUSD,7219.95,7581.82,6755,6979.76,38995.21,278625499.63
2019-05-11,BTCUSD,6343.14,7464.13,6342.98,7219.95,36708.21,253954328.76
2019-05-10,BTCUSD,6153.09,6430,6108.81,6343.14,17453.65,109858987.7
2019-05-09,BTCUSD,5948.41,6171.1,5934.49,6153.09,15187.54,91832172.06
2019-05-08,BTCUSD,5748.45,5990,5656.26,5948.41,12046.11,70520738.79
2019-05-07,BTCUSD,5687.9,5966.37,5687.9,5907.47,6179.72,36226649.32
2019-05-06,BTCUSD,5715.86,5753.66,5564.93,5687.9,8983.11,50845866.17
2019-05-05,BTCUSD,5770.01,5782.22,5627.35,5715.86,5700.46,32582243.47
2019-05-04,BTCUSD,5657.4,5846.88,5512,5770.01,10457.85,59574202.73
2019-05-03,BTCUSD,5390.01,5796.93,5363,5657.4,19076.57,107785261.46
2019-05-02,BTCUSD,5321.15,5422.99,5306.09,5390.01,7181.06,38594320.08
2019-05-01,BTCUSD,5270.69,5358.39,5265.61,5321.15,7128.85,37828445.34
2019-04-30,BTCUSD,5148.25,5285,5126.25,5270.69,7203.05,37605608.19
2019-04-29,BTCUSD,5155,5189.54,5072.01,5148.25,7285.66,37509346.52
2019-04-28,BTCUSD,5170.6,5214.5,5101,5155,4907.63,25342814.44
2019-04-27,BTCUSD,5159.51,5221.24,5117.46,5170.6,4261.41,22026583.22
2019-04-26,BTCUSD,5134.81,5295.03,5041.14,5159.51,14211.29,73166930.82
2019-04-25,BTCUSD,5441.9,5512.12,4963,5134.81,16761.42,88265920
2019-04-24,BTCUSD,5532.75,5624.47,5374,5441.9,14767.24,80964479.93
2019-04-23,BTCUSD,5387.6,5650.01,5361.01,5532.75,17566.38,97351926.25
2019-04-22,BTCUSD,5297.64,5440.84,5250.45,5387.6,11965.4,63951509.97
2019-04-21,BTCUSD,5319.89,5349.16,5213.34,5297.64,5739.01,30311973.11
2019-04-20,BTCUSD,5290.37,5359.98,5260.24,5319.89,4881.14,25922272.83
2019-04-19,BTCUSD,5281.81,5359.47,5196.7,5290.37,6230.69,32806296.21
2019-04-18,BTCUSD,5227,5318.18,5222.26,5281.81,8214.7,43288888.25
2019-04-17,BTCUSD,5202.9,5272.32,5173.11,5227,7396.94,38598117.94
2019-04-16,BTCUSD,5029.99,5229.97,5016.45,5202.9,8604.75,44145827.38
2019-04-15,BTCUSD,5164.27,5193.01,4945.54,5029.99,9607.43,48834658.83
2019-04-14,BTCUSD,5066.22,5191.19,5013.81,5164.27,4401.42,22464397.43
2019-04-13,BTCUSD,5078.19,5123.28,5036.74,5066.22,4284.12,21783412.82
2019-04-12,BTCUSD,5040.12,5118.56,4901.99,5078.19,9858.67,49603600.11
2019-04-11,BTCUSD,5318.58,5342.74,4967.24,5040.12,15029.95,76928285.23
2019-04-10,BTCUSD,5193.49,5488,5164.49,5318.58,16026.52,85275526.27
2019-04-09,BTCUSD,5285.54,5287,5145,5193.49,9692.89,50561742.62
2019-04-08,BTCUSD,5194.79,5352.5,5132.28,5285.54,15523.75,81476130.3
2019-04-07,BTCUSD,5044.13,5270.33,5029.7,5194.79,10073.94,51868140.96
2019-04-06,BTCUSD,5040.66,5244.04,4925,5044.13,11990.17,60965228.53
2019-04-05,BTCUSD,4907.3,5066.59,4887.34,5040.66,11560.17,57721250.19
2019-04-04,BTCUSD,4975.97,5071.34,4778.84,4907.3,15160.91,75091028.79
2019-04-03,BTCUSD,4901.93,5345,4787.11,4975.97,33951.68,171922050.36
2019-04-02,BTCUSD,4137.01,5100.78,4133.15,4901.93,28678.1,134414183.73
2019-04-01,BTCUSD,4094.99,4149.5,4051.53,4137.01,7735.88,31901450.55
2019-03-19,BTCUSD,3970.5,3984.58,3969.58,3975.01,361.69,1438461.03
2019-03-18,BTCUSD,3967.01,4015.7,3937.69,3970.5,5416.76,21516929.92
2019-03-17,BTCUSD,3990,3991,3936.3,3967.01,3285.58,13030110.4
2019-03-16,BTCUSD,3902.8,4037.47,3900.93,3990,6188.47,24615016.13
2019-03-15,BTCUSD,3853.95,3910,3846.79,3902.8,6550.17,25436911.1
2019-03-14,BTCUSD,3851.02,3900,3779.28,3853.95,6992.9,26886698
2019-03-13,BTCUSD,3860,3871.02,3827.5,3851.02,5460.66,21041161.73
2019-03-12,BTCUSD,3849.68,3875.33,3798.16,3860,6489.22,24965536.42
2019-03-11,BTCUSD,3900.92,3911.83,3817.01,3849.68,5750.54,22190744.14
2019-03-10,BTCUSD,3917,3917,3867.84,3900.92,3444.59,13416590.84
2019-03-09,BTCUSD,3843.12,3947.33,3834.59,3917,5170.55,20142551.25
2019-03-08,BTCUSD,3857.05,3910.88,3771,3843.12,8160.65,31578776.48
2019-03-07,BTCUSD,3851.89,3891,3830.79,3857.05,6997.28,27045042.11
2019-03-06,BTCUSD,3844.59,3894.7,3812,3851.89,6615.04,25412172.29
2019-03-05,BTCUSD,3700.72,3874.98,3692.36,3844.59,8617.6,32710915.64
2019-03-04,BTCUSD,3786.93,3804.99,3672.39,3700.72,7793.41,28997773.37
2019-03-03,BTCUSD,3809.7,3815.48,3763.62,3786.93,3839.56,14578727.87
2019-03-02,BTCUSD,3806.17,3818.08,3763,3809.7,3583.18,13632830.38
2019-03-01,BTCUSD,3792.14,3843,3791.31,3806.17,6474.64,24705314.88
2019-02-28,BTCUSD,3799.92,3899.99,3755.21,3792.14,8766.86,33445250.63
2019-02-27,BTCUSD,3799.48,3823.13,3655,3799.92,7410.2,27975803.06
2019-02-26,BTCUSD,3818.79,3826.37,3763.71,3799.48,6309.89,23962925.76
2019-02-25,BTCUSD,3734.22,3860,3731.09,3818.79,10610.58,40365766.13
2019-02-24,BTCUSD,4110,4188.79,3712.84,3734.22,14145.95,55233424.46
2019-02-23,BTCUSD,3942.02,4156.1,3911.3,4110,9881.57,39860713.71
2019-02-22,BTCUSD,3897.71,3956.43,3886.15,3942.02,7477.11,29358924.77
2019-02-21,BTCUSD,3938.99,3988,3869.45,3897.71,8198.49,32077392.67
2019-02-20,BTCUSD,3888.01,3967.19,3867.13,3938.99,8325.53,32602642.37
2019-02-19,BTCUSD,3867,3969.54,3841.54,3888.01,13795.19,53982559.47
2019-02-18,BTCUSD,3625.08,3917,3616.18,3867,15037.03,56655317.89
2019-02-17,BTCUSD,3582.37,3675,3557.43,3625.08,5781.9,20780886.86
2019-02-16,BTCUSD,3566.59,3607.36,3565.5,3582.37,4156.81,14916499.5
2019-02-15,BTCUSD,3561.5,3620.22,3545.89,3566.59,6844.45,24453168.07
2019-02-14,BTCUSD,3576.68,3589,3535.1,3561.5,5661.32,20210454.73
2019-02-13,BTCUSD,3588.06,3627.99,3562.98,3576.68,6850.51,24541109.49
2019-02-12,BTCUSD,3590.36,3618.77,3550,3588.06,7722.15,27645391.28
2019-02-11,BTCUSD,3648.85,3652,3579.38,3590.36,8107.71,29178699.25
2019-02-10,BTCUSD,3623.73,3654.28,3578.59,3648.85,5165.23,18675524.41
